usefulCount,coolCount,funnyCount,tipCount,friendCount,reviewCount,avg_posting_rate,postive_ratio,average_content_similarityBM,reviewer_deviattion,membership_length,rev_duration,pn_ratio,capital_diversity,flagged
0,0,0,0,0.0006,0.001,0.0085,1,0.0516,0.4035,0.1348,0.0004,0.0412,0.1265,Y
0.0435,0.05,0,0.0011,0.0002,0.005,0.0237,0.41,0.2704,0.3287,0.3371,0.2179,0,0.1464,N
0,0,0,0,0.0002,0.001,0.0339,1,0.0882,0.4035,0.1236,0,0.0412,0.1253,Y
0.0435,0,0,0,0.0002,0.0035,0.0169,0.37,0.0437,0.2465,0.6067,0.0415,0.0103,0.034,N
0,0,0,0,0.0002,0.002,0.0254,1,0.0787,0.4035,0.1461,0.0123,0.0619,0.0785,Y
0.0435,0,0,0,0.009,0.0346,0.0226,0.74,0.18,0.3287,0.7528,0.7493,0.0619,0.1721,N
0,0,0,0,0,0,0,0,0,0.4593,0.1461,0,0,0.3056,Y
0.0435,0.05,0,0,0,0.002,0.0254,1,0.1101,0.5341,0.2809,0.0015,0.0619,0.1323,N
0,0,0,0,0.0002,0.017,0.049,0.8,0.2049,0.4035,0.2809,0.1297,0.0412,0.3513,Y
0,0,0,0,0.0002,0.0095,0.0127,0.42,0.1774,0.2465,0.4045,0.309,0.0103,0.0948,N
0,0,0,0,0.0002,0.0035,0.0102,0.87,0.0724,0.4035,0.1685,0.0056,0.0412,0.0902,Y
0.1304,0,0.0357,0,0.0004,0.0085,0.0847,0.66,0.1159,0.3287,0.6517,0.5968,0.0309,0.1417,N
0,0,0,0,0,0.0005,0.0169,0.5,0.0009,0.4035,0.4494,0,0.0103,0.2705,Y
0.087,0,0.0357,0.0021,0.0028,0.0005,0.0169,0.5,0,0.0411,0.2584,0,0.0103,0.0703,N
0,0,0,0,0,0.0005,0,0,0.0008,0.7469,0.2022,0.0617,0,0.2342,Y
0.087,0.1,0.0714,0,0.0022,0.016,0.011,0.78,0.1463,0.8217,0.8539,0.8404,0.0515,0.1991,N
0,0,0,0,0,0,0,1,0,0.4035,0.2022,0,0.0206,0.0726,Y
0.1739,0.2,0.0357,0,0.0307,0.1272,0.0168,0.65,0.1196,0.2465,0.9213,0.8834,0.0619,0.0527,N
0,0,0,0,0,0.001,0.0339,0.33,0.034,0.1717,0.2135,0,0.0103,0.1745,Y
0.0435,0,0,0.0042,0.001,0.001,0.0508,0.75,0.4915,0.5341,0.1011,0,0.0412,0.2014,N
0,0,0,0,0,0.001,0,0.66,0.1625,0.0546,0.0225,0.0037,0.0103,0.1206,Y
0.4348,0.2,0.5714,0.3407,0.5098,0.4397,0.0002,0.69,0.1794,0.0411,0.618,0.6435,0.0515,0.2763,N
0,0,0,0,0,0.0005,0.0169,1,0.041,0.0546,0.0449,0,0.0309,0.0925,Y
0.1304,0,0,0.0021,0.005,0.0581,0.0799,0.84,0.1672,0.5341,0.1685,0.1846,0.2062,0.1686,N
0,0,0,0,0.0006,0.001,0,0.33,0.1485,0.5206,0.4382,0.2866,0.0103,0.1183,Y
0,0,0,0,0.0006,0.0065,0.0226,0.85,0.073,0.2465,0.8539,0.1592,0.134,0.1593,N
0,0,0,0,0,0.0045,0.0678,0.8,0.0856,0.0546,0.1573,0.0516,0.0928,0.1358,Y
0.1304,0,0,0,0.0002,0.0005,0,1,0.0407,0.5341,0.2022,0.0448,0.0309,0.1429,N
0,0,0,0,0,0.0045,0.0121,0.66,0.1301,0.3195,0.2022,0.2186,0.0103,0.1136,Y
0,0,0,0.0021,0.0221,0.0781,0.0133,0.69,0.1062,0.0411,0.9663,0.6465,0.0619,0.0831,N
0,0,0,0,0,0,0,0,0,0.5433,0.2022,0,0,0.0656,Y
0.0435,0,0,0.0053,0.1588,0.5734,0.0231,0.69,0.2398,0.0411,0.7753,0.7519,0.0515,0.1183,N
0,0,0,0,0,0.002,0.0042,0.2,0.3072,0.2557,0.5281,0.1379,0.0103,0.1019,Y
0.0435,0,0.0714,0,0.0004,0.0205,0.0091,0.53,0.083,0.0411,0.3034,0.3176,0.0206,0.1792,N
0,0,0,0,0,0.001,0.0085,0.33,0.077,0.3195,0.5281,0.0504,0,0.137,Y
0,0.05,0.0357,0,0,0.0431,0.0173,0.56,0.1322,0.0411,0.3371,0.3341,0.0206,0.1007,N
0,0,0,0,0,0.007,0.0194,0.86,0.1014,0.0544,0.2247,0.2104,0.0722,0.171,Y
0.1739,0,0,0.0011,0.0149,0.0646,0.0428,0.71,0.1575,0.2465,0.6067,0.6256,0.0619,0.1101,N
0,0,0,0,0,0.0055,0.0031,0.69,0.1964,0.8085,0.4157,0.1409,0.0206,0.3197,Y
1,0.55,0.3571,0,0.0026,0.0195,0.0108,0.85,0.2094,0.5341,0.4382,0.4447,0.1237,0.1323,N
0,0,0,0,0,0.003,0.0226,0.42,0.0627,0.5209,0.1011,0.022,0.0206,0.1089,Y
0.087,0,0,0.0011,0.0066,0.1222,0.0175,0.71,0.204,0.2465,0.8539,0.867,0.0928,0.0925,N
0,0,0,0,0,0.0005,0,0.5,0,0.5209,0.1236,0.0168,0.0103,0.0749,Y
0.087,0.05,0,0.0011,0.0012,0.019,0.0282,0.45,0.2445,0.3287,0.5618,0.4402,0.0103,0.0843,N
0,0,0,0,0,0,0,0,0,0.8085,0.1348,0,0,0.1522,Y
0.1739,0.1,0.2143,0,0.002,0.018,0.0401,0.75,0.1412,0.3287,0.8202,0.6342,0.0928,0.1628,N
0,0,0,0,0,0,0,1,0,0.342,0.1461,0,0.0206,0.1124,Y
0.087,0.1,0.3214,0.0021,0.0161,0.1082,0.0165,0.61,0.197,0.3287,0.6292,0.6457,0.0206,0.1019,N
0,0,0,0.0011,0,0.0085,0.0065,0.66,0.1293,0.5209,0.2022,0.1499,0.0206,0.1265,Y
0.2174,0,0.0357,0.0011,0.0044,0.02,0.0115,0.64,0.1959,0.3287,0.8989,0.8565,0.0412,0.0831,N
0,0,0,0,0,0.006,0.2034,0.53,0.129,0.0544,0.1573,0,0.0103,0.1733,Y
0.3913,0.15,0.0714,0,0.057,0.1437,0.0147,0.61,0.1867,0.0411,0.7753,0.3374,0.0515,0.1827,N
0,0,0,0,0,0.0015,0.0508,1,0.037,0.342,0.1685,0,0.0515,0.1546,Y
0.4348,0.2,0.2857,0.0349,0.0221,0.1372,0.0785,0.58,0.2436,0.3287,0.3146,0.2874,0.0309,0.1054,N
0,0,0,0.018,0,0.0055,0.0237,0.75,0.7087,0.342,0.2022,0.105,0.0515,0.1745,Y
0.7826,0.3,0.6071,0.0286,0.0072,0.0466,0.0146,0.58,0.1847,0.3287,0.3034,0.2515,0.0206,0.1042,N
0,0,0,0,0,0.002,0.0678,0.6,0.368,0.342,0.2022,0,0.0103,0.2342,Y
0.087,0,0,0.018,0.0179,0.0991,0.0189,0.63,0.18,0.5341,0.5506,0.5336,0.0309,0.0621,N
0,0,0,0,0,0.001,0.0339,1,0.0457,0.342,0.2022,0,0.0412,0,Y
0.0435,0,0,0.0222,0.0012,0.02,0.0265,0.46,0.1464,0.0411,0.3933,0.2246,0.0206,0.1276,N
0,0,0,0,0,0.0015,0.0169,0.75,0.0093,0.342,0.2697,0.0004,0.0412,0,Y
0,0.05,0,0,0,0.005,0.0017,0.72,0.1352,0.3287,0.427,0.2922,0.0309,0.1663,N
0,0,0,0,0,0.001,0,1,0.0186,0.342,0.2247,0.0785,0.0412,0.0726,Y
0.087,0,0.0357,0.0021,0,0.0055,0.0237,0.75,0.0613,0.0411,0.1798,0.1704,0.0309,0.0726,N
0,0,0,0,0,0.0035,0.0282,1,0.1007,0.342,0.236,0.0007,0.0928,0.1979,Y
0.1739,0.05,0.0357,0,0.0026,0.001,0.0113,0.6,0.0525,0.0411,0.1685,0.1697,0.0103,0.1241,N
0,0,0,0,0,0.004,0.1356,0.77,0.0498,0.0544,0.2472,0,0.0412,0.1159,Y
0,0,0,0,0,0.004,0,0.88,0.1267,0.0411,0.1573,0.1566,0.0412,0.1112,N
0,0,0,0,0,0.004,0.0136,0.88,0.1252,0.342,0.5281,0.0422,0.0412,0.1674,Y
0.1304,0,0,0.0011,0.0026,0.013,0.0358,0.82,0.2106,0.2465,0.2584,0.2201,0.0825,0.1417,N
0,0,0,0,0,0,0,0,0,0.8085,0.2697,0,0,0.1499,Y
0,0,0,0,0.0002,0.0065,0.0339,0.53,0.1818,0.5341,0.0787,0.0078,0.0103,0.1487,N
0,0,0,0,0,0.0005,0.0169,0.5,0.1903,0.342,0.2697,0,0.0103,0.171,Y
0,0,0,0,0.0006,0.0005,0,0,0.0516,0.3287,0.191,0.0374,0,0.0995,N
0,0,0,0,0,0.0005,0,0.5,0.0015,0.8085,0.4382,0.0523,0.0103,0.1335,Y
0,0,0,0,0,0.0065,0.0407,0.76,0.1187,0.5341,0.0899,0.0934,0.0722,0.1136,N
0,0,0,0,0,0.0025,0.0847,0.83,0.1277,0.8085,0.3933,0,0.0309,0.0644,Y
0,0,0,0,0.0002,0.004,0.0073,0.3,0.2525,0.0411,0.4157,0.4036,0,0.1077,N
0,0,0,0,0.0008,0.005,0.0763,0.9,0.0241,0.0544,0.4045,0.0011,0.1134,0.1956,Y
0.1304,0,0.0714,0.0011,0.0008,0,0,0,0,0.3287,0.236,0,0,0.1522,N
0,0,0,0,0,0.0025,0.0847,0.5,0.0902,0.8085,0.4157,0,0.0103,0.1698,Y
0,0,0,0.0011,0.003,0.0946,0.0213,0.42,0.1558,0.0958,0.4719,0.4877,0.0103,0.1194,N
0,0,0,0,0,0.002,0.0042,0.6,0.086,0.342,0.427,0.0321,0.0103,0.2389,Y
0,0,0,0,0.0002,0.0145,0.0041,0.51,0.1893,0.6612,0.8315,0.6715,0.0103,0.0902,N
0,0,0,0,0.0024,0.026,0.0359,0.67,0.194,0.0544,0.6517,0.0788,0.0309,0,Y
0,0,0,0,0.0002,0.0035,0.0212,0.77,0.2807,0.2016,0.3146,0.0131,0.0825,0.2131,N
0,0,0,0,0,0.001,0.0085,0,0.17,0.2332,0.6404,0.0045,0,0.1276,Y
0,0,0,0.0011,0,0.03,0.0033,0.83,0.1382,0.2016,0.8315,0.7347,0.0619,0.1639,N
0,0,0,0,0,0.0045,0.0038,0.9,0.0778,0.2209,0.1011,0.0206,0.1134,0.1347,Y
0,0,0,0,0.0094,0.01,0.0053,0.9,0.0946,0.2016,0.7416,0.6465,0.0619,0.1956,N
0,0,0,0.0011,0,0.002,0.0254,0,0.0281,0.6419,0.1236,0.0142,0,0.1194,Y
0.0435,0,0,0,0.0026,0.0611,0.0737,0.75,0.1626,0.4892,0.2697,0.2642,0.0412,0.1464,N
0,0,0,0,0,0,0,1,0,0.2209,0.0562,0,0.0206,0.1101,Y
0,0,0,0,0.0066,0.0351,0.0053,0.71,0.1383,0.3736,0.1461,0.1454,0.0515,0,N
0,0,0,0,0,0.0025,0.0169,0.66,0.1049,0.2209,0.1236,0.0015,0.0206,0.1651,Y
0,0,0,0.019,0.044,0.1612,0.0126,0.52,0.1895,0.2016,0.7865,0.8038,0.0309,0.1429,N
0,0,0,0,0,0.003,0.0127,0.57,0.1174,0.0667,0.1685,0.0116,0.0515,0.1311,Y
0.0435,0,0,0,0,0.0055,0.0271,0.84,0.304,0.2016,0.4944,0.4925,0.1237,0.0867,N
0,0,0,0,0.0006,0.001,0.0085,1,0.0597,0.2209,0.1573,0.0052,0.0412,0.1288,Y
0,0,0,0,0.0094,0.1137,0.0149,0.63,0.1923,0.086,0.5169,0.4955,0.0412,0.1054,N
0,0,0,0,0,0.004,0.0136,1,0.0507,0.0667,0.191,0.0138,0.1031,0.1393,Y
0.0435,0,0,0,0.0004,0.001,0.0056,0,0.5077,0.6612,0.5281,0.1241,0,0.082,N
0,0,0,0,0.0006,0.028,0.0475,0.84,0.1077,0.2209,0.2022,0.0501,0.0928,0.1862,Y
0.087,0.1,0.0357,0.0106,0.0245,0.2048,0.0362,0.61,0.2393,0.2016,0.4831,0.4129,0.1134,0.048,N
0,0,0,0,0,0.001,0.0085,0.66,0.0635,0.6419,0.191,0.0015,0.0103,0.1674,Y
0.0435,0,0,0,0.0002,0.008,0.0048,0.5,0.1259,0.4892,0.4157,0.4301,0.0103,0.0902,N
0,0,0,0,0.0002,0,0,1,0,0.2209,0.2247,0,0.0206,0.1522,Y
0,0,0.0357,0,0,0.01,0.072,0.38,0.2347,0.086,0.2135,0.1719,0.0103,0.1475,N
0,0,0,0,0,0,0,1,0,0.2209,0.2697,0,0.0206,0.1674,Y
0,0,0,0,0.0004,0.003,0.0102,0.62,0.291,0.2016,0.2921,0.1244,0.0103,0.096,N
0,0,0,0,0,0.0005,0.0169,0.5,0.0212,0.0667,0.3034,0,0.0103,0.1335,Y
0.0435,0,0.0357,0,0.0012,0.0035,0.0056,0.75,0.1389,0.086,0.3034,0.0202,0.0722,0.1288,N
0,0,0,0,0,0,0,0,0,0.9295,0.3146,0,0,0.2084,Y
0.087,0,0.0357,0.0021,0.0024,0.004,0.0136,0.44,0.0543,0.086,0.4045,0.2037,0.0103,0.0984,N
0,0,0,0,0,0.007,0.0194,0.33,0.0664,0.2209,0.5843,0.2455,0,0.192,Y
0,0,0,0,0.0026,0.0551,0.0192,0.63,0.2219,0.2016,0.3371,0.2164,0.0515,0.1569,N
0,0,0,0,0,0.0025,0.0085,0.5,0.0461,0.2209,0.764,0.0568,0.0103,0.1604,Y
0,0,0,0.0265,0.0016,0.1042,0.0085,0.45,0.2204,0.086,0.4382,0.361,0.0206,0.096,N
0,0,0,0,0.002,0.0065,0.0068,1,0.1923,0.1665,0.0112,0.0067,0.1546,0.1874,Y
0.0435,0,0,0,0,0.0005,0,0,0.0519,0.6612,0.2135,0.0206,0,0.1124,N
0,0,0,0,0,0.0005,0,0,0.0298,0.4087,0.0112,0.0007,0,0.1557,Y
0.0435,0,0,0,0.0116,0.1192,0.0116,0.68,0.2501,0.2016,0.6966,0.7048,0.0309,0.0913,N
0,0,0,0,0,0.0005,0,0,0.0096,0.6963,0.0449,0.0381,0,0.2482,Y
0.0435,0.05,0,0.0053,0.001,0.0366,0.0107,0.7,0.1482,0.2016,0.6966,0.7093,0.0515,0.1347,N
0,0,0,0,0,0,0,0,0,0.4087,0.0225,0,0,0.1358,Y
0.1304,0.05,0,0,0.004,0.0255,0.046,0.8,0.1117,0.2016,0.5618,0.151,0.0722,0.1136,N
0,0,0,0,0,0.0015,0.0508,0.5,0.3691,0.1665,0.0225,0,0.0103,0.0995,Y
0.3478,0.2,0,0.0624,0.0106,0.0651,0.0186,0.46,0.1495,0.086,0.2921,0.2982,0.0103,0.1546,N
0,0,0,0,0.0002,0.0341,0.2169,0.37,0.2344,0.1665,0.191,0.1611,0,0.178,Y
0.1304,0.05,0,0.0307,0.0377,0.1698,0.0064,0.72,0.212,0.2016,0.5618,0.5774,0.0515,0.1639,N
0,0,0,0,0,0,0,0,0,0.6963,0.0562,0,0,0.1159,Y
0.087,0.1,0,0,0.0251,0.1833,0.0254,0.63,0.185,0.2016,0.7978,0.5179,0.0309,0.1206,N
0,0,0,0,0,0.0025,0.0169,0.66,0.1049,0.1211,0.1236,0.0015,0.0206,0.123,Y
0.1739,0.05,0.0357,0,0.111,0.2764,0.0061,0.58,0.1604,0.086,0.8764,0.9006,0.0206,0.1206,N
0,0,0,0.0444,0.0333,0.025,0.4153,0.45,0.216,0.1665,0.1798,0.0344,0.0103,0,Y
0.1304,0,0,0,0.0155,0.1693,0.0194,0.55,0.1557,0.086,0.809,0.5164,0.0206,0.0878,N
0,0,0,0,0,0.0045,0.0254,0.8,0.1399,0.1665,0.191,0.0691,0.0309,0.1674,Y
0,0,0,0,0.0018,0.0025,0.0339,0.77,0.089,0.4892,0.0899,0.0919,0.0206,0.0878,N
0,0,0,0,0,0.0005,0,1,0.0226,0.1665,0.1685,0.0004,0.0309,0.1358,Y
0.1739,0.15,0.0714,0.0011,0.0347,0.2424,0.041,0.71,0.2349,0.4892,0.5169,0.5299,0.0722,0.1101,N
0,0,0,0,0,0.0045,0.0395,0.5,0.111,0.1211,0.3146,0.0007,0.0103,0.1101,Y
0.3913,0.3,0.1786,0.218,0.1995,0.1808,0.0098,0.53,0.2083,0.2016,0.5843,0.5934,0.0206,0,N
0,0,0,0,0,0.006,0.0198,0.69,0.0857,0.6963,0.6292,0.5385,0.0206,0.1721,Y
0,0,0,0.0053,0,0.029,0.0357,0.57,0.1296,0.2016,0.1461,0.1132,0.0309,0.2225,N
0,0,0,0.0021,0.0006,0.0025,0.0169,0.66,0.1027,0.1665,0.5506,0.3232,0.0206,0.1183,Y
0,0,0,0.0042,0.0219,0.015,0.037,0.85,0.1685,0.2016,0.4382,0.4346,0.1546,0.1499,N
0,0,0,0,0,0.0015,0.0056,0.25,0.0933,0.6963,0.5618,0.1801,0,0.096,Y
0.2609,0,0,0,0.0004,0.0085,0.0291,0.68,0.172,0.6612,0.4382,0.4279,0.0206,0.1253,N
0,0,0,0,0,0.0015,0.0169,0.75,0.5127,0.1754,0.0562,0.046,0.0206,0.0984,Y
0,0,0,0,0.0008,0.0511,0.0099,0.56,0.1436,0.3736,0.1685,0.1865,0.0103,0.0761,N
0,0,0,0,0,0.002,0.0678,0.6,0.1642,0.1122,0.191,0,0.0412,0.171,Y
0,0,0,0.0159,0.0181,0.4997,0.0228,0.58,0.2833,0.2016,0.7865,0.8046,0.0515,0.1218,N
0,0,0,0,0,0.0005,0,0,0.0265,0.6874,0.0337,0.0037,0,0.1511,Y
0,0,0,0,0.0004,0.0085,0.0593,0.61,0.1283,0.4892,0.0899,0.0277,0.0206,0.0913,N
0,0,0,0,0.0002,0.001,0.0085,1,0.0485,0.1754,0.1011,0.0056,0.0412,0.1429,Y
0,0,0,0.0074,0.0024,0.0781,0.0197,0.56,0.2458,0.086,0.191,0.2029,0.0619,0.1639,N
0,0,0,0,0,0,0,1,0,0.463,0.1124,0,0.0206,0.1077,Y
0.2174,0.25,0.1786,0.0042,0.0578,0.3971,0.0074,0.67,0.2129,0.086,0.809,0.8113,0.0722,0.137,N
0,0,0,0,0,0.0005,0.0169,0.5,0.0574,0.1754,0.2921,0,0.0103,0.1019,Y
0.0435,0,0,0,0,0,0.0169,0,0.9789,0.6612,0.0337,0,0,0.0761,N
0,0,0,0,0,0.0005,0.0169,0,0.0029,0.4354,0.1236,0,0,0.2447,Y
0,0,0,0,0.0002,0.0065,0.0127,0.5,0.1012,0.3736,0.1573,0.148,0.0103,0.1101,N
0,0,0,0,0,0.0005,0,0,0.0474,0.4354,0.0899,0.0004,0,0.1405,Y
0,0,0,0.0021,0.0132,0.0055,0.0237,0.83,0.1162,0.2016,0.4607,0.1334,0.0515,0.1101,N
0,0,0,0,0,0,0,0,0,0.4354,0.0899,0,0,0.1347,Y
0,0,0,0,0,0.0836,0.0493,0.65,0.2685,0.4892,0.5056,0.4492,0.0515,0.1393,N
0,0,0,0,0,0,0,0,0,0.4354,0.1011,0,0,0.1066,Y
0.1739,0,0.0357,0.0085,0.002,0.0045,0.0113,0.9,0.0984,0.2016,0.3034,0.2451,0.0515,0.1077,N
0,0,0,0,0,0.001,0,0.33,0.0196,0.4354,0.191,0.0706,0,0.1956,Y
0.0435,0.05,0,0,0.0004,0.0075,0.0092,0.76,0.1713,0.2016,0.1124,0.0561,0.0206,0.1604,N
0,0,0,0,0.0006,0.004,0.0021,0.66,0.0806,0.4354,0.2809,0.2642,0.0103,0.0913,Y
0,0,0,0.0921,0.002,0.0841,0.0381,0.68,0.2457,0.2016,0.3146,0.3128,0.0515,0.1382,N
0,0,0,0,0,0.003,0.0424,0.57,0.1414,0.4354,0.1348,0.0015,0.0103,0.1803,Y
0,0,0,0.0794,0.0018,0.0671,0.0746,0.74,0.2214,0.4892,0.3258,0.2422,0.0722,0.2119,N
0,0,0,0,0,0.0005,0,0.5,0.0193,0.4354,0.3258,0.1229,0.0103,1,Y
0.0435,0,0,0,0,0.005,0,0.9,0.1036,0.7581,0.4157,0.4155,0.0515,0.1148,N
0,0,0,0.0116,0.0167,0.0055,0.0056,0.75,0.0623,0.715,0.2584,0.0957,0.0206,0.2436,Y
0.0435,0,0,0.0021,0.0096,0.0726,0.0097,0.69,0.1771,0.1829,0.6854,0.5247,0.0412,0,N
0,0,0,0,0,0,0,0,0,0.4354,0.3258,0,0,0.3431,Y
0,0,0,0,0.0002,0.006,0.0031,0.3,0.0967,0.1047,0.3933,0.3576,0,0.1745,N
0,0,0,0,0.0014,0.026,0.0055,0.71,0.163,0.1478,0.7528,0.5553,0.0309,0.0808,Y
0,0,0,0,0.0038,0.1057,0.0356,0.74,0.209,0.3923,0.8764,0.8961,0.0619,0.1745,N
0,0,0,0,0,0.002,0.0678,0.8,0.0404,0.715,0.4494,0,0.0206,0.1546,Y
0.0435,0,0,0.0021,0.0002,0.0025,0.0085,0.5,0.2226,0.3923,0.1236,0.0561,0.0103,0.1557,N
0,0,0,0,0,0.0005,0,0.5,0.0233,0.1478,0.4719,0.0646,0.0103,0.1557,Y
0.1304,0.05,0.0357,0.0201,0.0046,0.0551,0.0715,0.72,0.169,0.4705,0.0787,0.0856,0.0515,0.1768,N
0,0,0,0,0,0.0015,0.0508,0.75,0.0269,0.715,0.4944,0,0.0206,0.1616,Y
0,0,0,0,0.001,0,0,1,0,0.4705,0.2022,0,0.0206,0.1733,N
0,0,0,0,0,0,0,1,0,0.4274,0.8989,0,0.0206,0.1885,Y
0,0,0,0,0,0.0025,0.0169,0.83,0.2131,0.304,0.1461,0.1129,0.0309,0.13,N
0,0,0,0,0,0,0,1,0,0.455,0,0,0.0206,0.1534,Y
0,0,0,0,0,0,0,1,0,0.455,0.0112,0,0.0206,0.1148,Y
0,0,0,0.164,0.0034,0.0055,0.0085,0.66,0.143,0.0164,0.2697,0.0564,0.0206,0.1405,N
0,0,0,0,0,0,0,0,0,0.4078,0.0225,0,0,0.1593,Y
0.0435,0,0,0,0.003,0.0806,0.0349,0.7,0.1413,0.0164,0.5169,0.3501,0.0928,0.144,N
0,0,0,0.0402,0.0086,0.0045,0.0678,0.7,0.1478,0.6954,0.0562,0.003,0.0206,0.2787,Y
0,0,0,0,0,0.0055,0.0237,0.41,0.1129,0.2712,0.2809,0.1263,0.0103,0.1745,N
0,0,0,0,0,0.0005,0.0169,0.5,0.3311,0.6954,0.0674,0,0.0103,0.1475,Y
0,0,0,0,0.0014,0.018,0.0054,0.75,0.1742,0.0164,0.5618,0.5471,0.0515,0.0316,N
0,0,0,0.0159,0.0048,0.0571,0.0913,0.65,0.2698,0.455,0.2022,0.1256,0.0206,0.541,Y
0,0,0,0,0.0052,0.0996,0.0282,0.58,0.1946,0.304,0.6404,0.4447,0.0206,0.137,N
0,0,0,0,0,0.0015,0.0169,0.5,0.0516,0.1674,0.2584,0.0004,0.0309,0.2927,Y
0,0,0,0,0.0177,0.4161,0.0202,0.42,0.2486,0.2712,0.7079,0.7276,0.0103,0.1054,N
0,0,0,0,0,0.002,0.0254,0.4,0.0542,0.1674,0.2921,0.0273,0.0103,0.1335,Y
0,0.05,0,0.0614,0.0072,0.0195,0.0034,0.83,0.2129,0.0164,0.6404,0.5646,0.0928,0.192,N
0,0,0,0,0,0,0,1,0,0.1674,0.3483,0,0.0206,0.1112,Y
0.0435,0,0,0.0095,0.0076,0.0541,0.0395,0.56,0.173,0.0164,0.809,0.5691,0.1031,0.103,N
0,0,0,0,0,0,0,0,0,0.6954,0.3483,0,0,0.1429,Y
0.0435,0.05,0,0.1206,0.013,0.3485,0.0137,0.69,0.2683,0.304,0.618,0.6357,0.0515,0.1663,N
0,0,0,0,0,0,0,1,0,0.455,0.4382,0,0.0206,0.1815,Y
0.0435,0.05,0.0357,0.0011,0.0309,0.0636,0.0493,0.61,0.1643,0.0164,0.5618,0.4765,0.0515,0.1347,N
0,0,0,0,0,0.003,0.0424,0.57,0.0882,0.6954,0.5506,0.0075,0.0103,0,Y
0.0435,0.1,0.0714,0,0.0213,0.3996,0.0329,0.47,0.1956,0.304,0.4494,0.4256,0.0206,0.1311,N
0,0,0,0,0.0006,0.0025,0.0169,0.5,0.0727,0.1674,0.5506,0.003,0.0206,0.1803,Y
0,0,0,0.0032,0.0004,0.01,0.0452,0.77,0.2018,0.0164,0.1798,0.1442,0.0309,0.2553,N
0,0,0,0,0,0.001,0.0085,0,0.17,0.6954,0.6404,0.0045,0,0.1616,Y
0,0,0,0.1048,0.0211,0.2489,0.0176,0.63,0.195,0.0164,0.2247,0.2384,0.0412,0.1593,N
0,0,0,0,0.0004,0.0235,0.1186,0.81,0.1684,0.455,0.8764,0.0482,0.2062,0.13,Y
0.0435,0,0,0.0053,0.002,0.0671,0.0177,0.75,0.1693,0.0164,0.3146,0.2874,0.0825,0.281,N
0,0,0,0,0,0.0005,0,0,0.0173,0.5752,0.1011,0.0751,0,0.0621,Y
0.0435,0.05,0.0714,0.0984,0.0789,0.0651,0.015,0.81,0.234,0.0164,0.6517,0.3038,0.0928,0.123,N
0,0,0,0,0,0.0055,0.0508,0.5,0.1965,0.2876,0.2022,0.0628,0.0103,0.1628,Y
0.0435,0.05,0,0.2709,0.0203,0.1507,0.0646,0.71,0.2299,0.0164,0.4045,0.4234,0.0515,0.1792,N
0,0,0,0,0,0.001,0.0085,0,0.0243,0.5752,0.3483,0.0243,0,0.0656,Y
0,0,0,0,0.0138,0.1057,0.0093,0.49,0.2143,0.0164,0.4607,0.4757,0.0103,0.1815,N
0,0,0,0,0.0042,0.0401,0.0223,0.61,0.1785,0,0.6629,0.5493,0.0309,0.1557,Y
0.0435,0,0,0,0,0,0,1,0,0.4602,0.5843,0,0.0206,0.1628,N
0,0,0,0,0,0,0,0,0,0.7757,0.0449,0,0,0.0878,Y
0,0,0,0,0.001,0.0711,0.0088,0.46,0.1422,0.1726,0.764,0.7608,0.0103,0.1077,N
0,0,0,0,0,0.002,0.0113,0,0.2375,0.4881,0.0449,0.0348,0,0.096,Y
0,0,0.0357,0.0011,0.0008,0.0466,0.038,0.78,0.1326,0.1726,0.7416,0.6368,0.1031,0,N
0,0,0,0,0,0.0045,0.1525,1,0.9654,0.3747,0.1124,0,0.1134,0.24,Y
0,0,0,0,0.0147,0.6124,0.1208,0.84,0.3276,0.4602,0.9663,0.9701,0.268,0.13,N
0,0,0,0,0,0.0806,0.0272,0.58,0.3832,0.0871,0.3034,0.3158,0.0412,0.2037,Y
0,0,0,0,0.0012,0.004,0.0113,0.6,0.3264,0.115,0.4944,0.1308,0.0309,0,N
0,0,0,0,0,0.0005,0.0169,1,0.2136,0.3747,0.191,0,0.0309,0.1956,Y
0,0.05,0,0,0,0.006,0.0085,0.8,0.3377,0.1726,0.7191,0.6495,0.0309,0.0094,N
0,0,0,0,0,0.001,0.0339,0.66,0.1132,0.3747,0.2472,0,0.0103,0.2424,Y
0,0,0,0,0,0.013,0.0226,0.42,0.2075,0.1726,0.1798,0.1558,0.0103,0.0972,N
0,0,0,0,0,0.0085,0.0048,0.61,0.1134,0.3747,0.6292,0.3868,0.0103,0.1534,Y
0.0435,0,0,0.0011,0.1811,0.5904,0.0532,0.77,0.2392,0.1726,0.9663,0.9794,0.3196,0.1382,N
0,0,0,0,0.0002,0,0,1,0,0.3747,0.2472,0,0.0206,0.1616,Y
0.0435,0,0,0,0,0.0005,0.0169,1,0.0629,0.4602,0.1124,0,0.0309,0.1487,N
0,0,0,0,0.0006,0.003,0.1017,0.42,0.0369,0.2005,0.2584,0,0.0206,0.1066,Y
0,0,0,0,0.005,0.025,0.0045,0.57,0.1841,0.4026,0.2809,0.1521,0.0206,0.1253,N
0,0,0,0,0,0.0005,0.0169,1,0.2069,0.3747,0.2921,0,0.0309,0.1335,Y
0,0,0,0.0011,0.0068,0.1072,0.0346,0.42,0.1777,0.1726,0.5618,0.5744,0.0206,0.2295,N
